X,Y,OBJECTID,CLASS,TANK_FUNCTION,TANK_MATERIAL,TANK_CONTENTS,TANK_UNDERGROUND,VOLUME,POTABLE_WATER,ROTATION,GIS_MANUFACTURER,ASSET_LEVEL_ACCURACY,ASSET_POSITIONAL_ACCURACY,FUNCTIONAL_LOC,GIS_CUSTODIAN,GIS_DESCRIPTION,GIS_OWNER,CREATED_DATE,LAST_EDITED_DATE,DATA_SOURCE
153.259545467,-27.880971631,293,STORAGE_TANK,FIRE FIGHTING,CONCRETE,RAIN WATER,N,22,N,,,F,,R-W-WONGAWALLANDRIV,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/14 05:45:38,
153.4223655,-28.065125258,294,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,,,,,,E,K-PIZZEY,51000811,Storage Tank,GCCC,2018/09/26 04:15:11,2019/01/23 04:39:23,AIR
153.425855556,-28.04829061,295,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,,,,,,E,K-CROCKE,51000811,Storage Tank,GCCC,2018/09/26 05:07:24,2019/01/23 04:39:22,AIR
153.366266522,-27.780215896,296,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,,,,,,E,F-TPJACO,51000989,Storage Tank,GCCC,2018/10/18 02:26:39,2019/01/23 04:39:22,AIR
153.533968743,-28.167270811,297,STORAGE_TANK,IRRIGATION,OTHER,RAIN WATER,N,,N,,,F,D,F-CCKIRR,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:04:43,FPU
153.358291926,-28.018894933,298,STORAGE_TANK,OTHER,GALVANISED STEEL,RAIN WATER,N,,N,,,F,D,F-CCCARR-MAINBU,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:04:43,FPU
153.247077893,-27.8965886249999,299,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,D,K-WELCHP,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:13,2020/04/14 05:40:14,FPU
153.424088188,-27.8118651199999,300,STORAGE_TANK,OTHER,STEEL,RAIN WATER,N,,N,,,F,D,F-OTSSTR,51000811,Storage Tank,GCCC,2015/09/16 04:47:00,2019/05/25 13:04:43,FPU
153.416492935,-27.9969836619999,301,STORAGE_TANK,IRRIGATION,GALVANISED STEEL,RECYCLED WATER,Y,,N,,,F,,K-CHEV01,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:34,
153.418483307,-28.012610283,302,STORAGE_TANK,OTHER,CONCRETE,GROUND WATER,Y,,N,,,F,D,K-LEXBEL,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:35,FPU
153.414805204,-28.112732251,303,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,D,F-WMREED,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:04:20,FPU
153.392461164,-28.097952097,304,STORAGE_TANK,DRINKING WATER,GALVANISED STEEL,RAIN WATER,N,,Y,,,F,D,K-GEMVAL,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:05:35,FPU
153.382947859,-28.006711884,305,STORAGE_TANK,,PLASTIC,UNTREATED WATER,,,,,,F,E,K-GOLD02,51000811,STORAGE TANK,GCCC,2015/10/31 23:24:32,2019/05/25 13:05:35,AIR
153.253589243,-27.7845528889999,306,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-BRIENH,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:05:37,FPU
153.423282815,-27.812181449,307,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,,F-OTSSTR,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/07 21:15:33,
153.425459903,-28.0678538299999,308,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-PIZZEY,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:35,FPU
153.337578882,-27.7756206189999,309,STORAGE_TANK,FIRE FIGHTING,,RAIN WATER,,,,,,F,D,X-NON_SPECIFIC_FL,51000811,STORAGE TANK,SG,2014/05/23 08:17:15,2019/05/25 13:05:35,FPU
153.426678753,-27.8090765929999,310,STORAGE_TANK,IRRIGATION,PLASTIC,GROUND WATER,N,10000,N,,,F,,F-CGTIPP,51000989,BORE WATER TANKS,GCCC,2017/10/17 04:12:37,2019/05/25 13:05:35,
153.427611944,-27.806730429,311,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2015/10/13 04:00:35,2019/05/25 13:05:35,
153.395748792,-27.911273222,312,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,,K-RUNA03,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:37,
153.459265011,-28.1597221119999,313,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,,,,,,E,K-TIERNE,51000811,Storage Tank Club Amenities,GCCC,2018/09/26 04:36:50,2019/03/20 23:57:19,AIR
153.276987314,-27.933312805,314,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,F-WMMAUD,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:37,FPU
153.412704244,-28.11042265,315,STORAGE_TANK,,,PONDED WATER,N,22,,,DURAPLAS INDUSTRIES,F,E,F-WMREED,51100218,PRIMARY SEDIMENT TANK,GCCC,2019/01/07 23:11:39,2020/05/14 05:26:08,AIR
153.411989262,-28.110739392,316,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,22.7,N,,TANKS R US,F,E,F-WMREED,51100218,LEACHATE TANK - 22.7 KL,GCCC,2019/01/08 01:02:20,2020/05/14 05:26:08,AIR
153.41195818,-28.1107120189999,317,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,22.7,N,,TANKS R US,F,E,F-WMREED,51100218,LEACHATE TANK - 22.7 KL,GCCC,2019/01/08 01:02:18,2020/05/14 05:26:08,AIR
153.387220149,-27.958034469,318,STORAGE_TANK,IRRIGATION,CONCRETE,RAIN WATER,Y,,N,,,F,D,K-MUSG02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:38,FPU
153.387688779,-27.958178458,319,STORAGE_TANK,IRRIGATION,GALVANISED STEEL,RECYCLED WATER,Y,,N,,,F,D,K-MUSG02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:11,FPU
153.364284059,-27.915112703,320,STORAGE_TANK,IRRIGATION,PLASTIC,RAIN WATER,N,,N,,,F,D,F-NUCOOM,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:11,FPU
153.497953233,-28.154030179,321,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-BETTYD,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:11,FPU
153.246750719,-28.042752542,322,STORAGE_TANK,SEPTIC,FIBREGLASS,UNTREATED WATER,Y,,N,,,F,D,K-SYDDUN,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:11,FPU
153.421218626,-27.8845962629999,323,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,,,,,,F,D,F-CGNCUR-AMEN02,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:18,2020/11/17 08:05:57,FPU
153.426470678,-27.8092451909999,324,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,,F-CGTIPP,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:11,
153.381772065,-28.008062143,325,STORAGE_TANK,IRRIGATION,CORRUGATED GALVANISE,RAIN WATER,N,,N,,,F,D,K-GOLD02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:09,2019/05/25 13:05:11,FPU
153.337578843,-27.775662408,326,STORAGE_TANK,FIRE FIGHTING,,RAIN WATER,,,,,,F,D,X-NON_SPECIFIC_FL,51000811,STORAGE TANK,SG,2014/05/23 08:17:15,2019/05/25 13:05:11,FPU
153.440252737,-27.7718634719999,327,STORAGE_TANK,DRINKING WATER,CONCRETE,RAIN WATER,,,,,,F,,F-OTSSTR,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:13,
153.426370616,-27.8091114709999,328,STORAGE_TANK,OTHER,CONCRETE,TBA,N,,N,,,F,,F-CGTIPP,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:13,
153.475425426,-28.133033381,329,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,E,F-ACPALM-INSWIM,51000989,STORAGE TANK,GCCC,2017/10/30 04:31:59,2020/11/16 05:41:50,AIR
153.420894449,-27.884279557,330,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,,,,,,F,D,F-CGNCUR-AMEN01,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:18,2020/11/17 08:05:57,FPU
153.432417303,-28.0631484479999,331,STORAGE_TANK,,,EFFLUENT,,,,,,F,,F-DPMIAM,51003030,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:05:13,
153.412246606,-27.9579087129999,332,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPBROA,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:05:06,
153.413932857,-27.9622327659999,333,STORAGE_TANK,IRRIGATION,PLASTIC,RAIN WATER,N,,N,,,F,D,K-BROA03,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:06:04,FPU
153.427709857,-27.806851208,334,STORAGE_TANK,OTHER,GALVANISED STEEL,DIESEL,N,9000,N,,,F,D,S-TP-TPLNT-TIPP,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:14,2019/05/25 13:04:27,FPU
153.241531695,-27.898528299,335,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,20,N,,,F,,R-W-WELCHESROADXXXX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/23 07:50:38,
153.357548428,-27.7349074599999,336,STORAGE_TANK,DRINKING WATER,CONCRETE,RAIN WATER,N,,Y,,,F,D,K-CHAR05,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:05:14,FPU
153.313311062,-27.9912851019999,337,STORAGE_TANK,,,TBA,,,,,,F,D,K-COUN02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:04:47,FPU
153.533461091,-28.1674410159999,338,STORAGE_TANK,IRRIGATION,OTHER,RAIN WATER,N,,N,,,F,D,F-CCKIRR,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:04:38,FPU
153.386910881,-28.0447824199999,339,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,D,F-ADNAMU,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:06:20,FPU
153.427626754,-27.8066962259999,340,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2015/10/13 04:00:22,2019/05/25 13:05:14,
153.385342921,-28.0449311419999,341,STORAGE_TANK,OTHER,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,F-WMMERR,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:05:14,FPU
153.259227538,-27.7115801699999,342,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-ZIPFSP,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:05:48,FPU
153.421322155,-27.9064009149999,343,STORAGE_TANK,DRINKING WATER,FIBREGLASS,RAIN WATER,N,,,,,F,,F-CGSCUR,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:16,
153.475232118,-28.135380733,344,STORAGE_TANK,DRINKING WATER,GALVANISED STEEL,RAIN WATER,N,,Y,,,F,D,F-CCTHRO-MAINBU,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:04:36,FPU
153.418037184,-27.9718769629999,345,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,,K-QUEENS,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:16,
153.31533828,-27.8693019,346,STORAGE_TANK,DRINKING WATER,GALVANISED STEEL,RAIN WATER,N,,Y,,,F,D,K-VINEYP,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:05:16,FPU
153.422367478,-27.9060192389999,347,STORAGE_TANK,SEPTIC,PLASTIC,GROUND WATER,N,,,,,F,E,S-TP-TPLNT-SCUR,51000989,STORAGE TANK IN TREATEMENT PLANT,GCCC,2016/06/02 04:56:00,2019/05/25 13:05:38,AIR
153.427585696,-27.8066765249999,348,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2015/10/13 04:00:22,2019/05/25 13:05:22,
153.42766637,-28.066234164,349,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-PIZZEY,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:19,FPU
153.430279247,-28.0624955659999,350,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,D,F-ACMIAM,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:04:56,FPU
153.303366951,-27.8303353659999,351,STORAGE_TANK,DETENTION,CONCRETE,UNTREATED WATER,Y,3,N,,QUALITY TANKS,F,E,F-DPCOOM,51003030,POTABLE PERSONAL USES,GCCC,2015/05/11 04:28:21,2019/05/25 13:05:00,AIR
153.248223249,-27.739474131,352,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,23.64,N,,CLARK TANKS INDUSTRIAL,A+,E,F-WMSTAP,51100218,LEACHATE TANK - 23 KL,GCCC,2018/11/30 03:47:18,2020/05/14 05:26:08,AIR
153.411982213,-28.110657013,353,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,22.7,N,,TANKS R US,F,E,F-WMREED,51100218,LEACHATE TANK - 22.7 KL,GCCC,2019/01/08 01:02:04,2020/05/14 05:26:08,AIR
153.540978779,-28.167546632,354,STORAGE_TANK,IRRIGATION,CONCRETE,TBA,Y,,TBA,,,F,E,K-QUEENE,51000811,Storage Tank,GCCC,2014/06/09 21:46:38,2019/01/23 04:39:20,
153.540929856,-28.1675387929999,355,STORAGE_TANK,IRRIGATION,TBA,TBA,Y,,TBA,,,F,D,K-QUEENE,51000811,Storage Tank,GCCC,2014/06/09 21:46:48,2019/01/23 04:39:25,FPU
153.427631382,-27.806790373,356,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2015/10/13 03:06:44,2019/05/25 13:05:21,
153.396033128,-27.911546765,357,STORAGE_TANK,IRRIGATION,CORRUGATED GALVANISE,GROUND WATER,N,200,N,,,F,E,K-RUNA03,51000811,STORAGE TANK,GCCC,2016/06/09 23:52:07,2019/05/25 13:05:22,AIR
153.427640865,-27.8066622329999,358,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2015/10/13 03:59:59,2019/05/25 13:05:22,
153.417793512,-27.967778111,359,STORAGE_TANK,IRRIGATION,GALVANISED STEEL,RAIN WATER,N,,N,,,F,D,K-BROA03,51000811,STORAGE TANK.,GCCC,2014/05/23 08:17:11,2019/05/25 13:04:25,FPU
153.427471793,-27.805761662,360,STORAGE_TANK,,PLASTIC,STORMWATER,N,25,N,,,F,E,F-OTTIPP,51000989,25000 LITRES STORAGE TANK,GCCC,2016/10/30 22:46:49,2019/01/23 04:39:23,AIR
153.363382187,-27.91555468,361,STORAGE_TANK,IRRIGATION,CONCRETE,UNTREATED WATER,Y,10,N,,,F,E,F-NUCOOM,51000811,STORAGE TANK,GCCC,2015/05/06 22:13:30,2019/05/25 13:04:52,AIR
153.385416313,-28.0449255199999,362,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,D,F-WMMERR,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:05:22,FPU
153.418628849,-28.0391325529999,363,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-KOMBUM,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:22,FPU
153.394248598,-27.954928347,364,STORAGE_TANK,IRRIGATION,PLASTIC,RECYCLED WATER,N,90,Y,,,F,E,F-CFGCHC,51000811,WATER RECYCLE - STORAGE TANK,GCCC,2017/07/17 02:03:16,2019/05/25 13:05:23,AIR
153.321111839,-27.8960487,365,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,D,F-WMHELE,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:05:51,FPU
153.427572414,-27.806713422,366,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2015/10/13 04:00:35,2019/05/25 13:05:23,
153.321080028,-27.864101306,367,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-COOM07,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:43,FPU
153.355284884,-27.9841541069999,368,STORAGE_TANK,IRRIGATION,CONCRETE,UNTREATED WATER,N,,N,,,F,D,F-WMMOLL,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:35,FPU
153.41179784,-27.958059066,369,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPBROA,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:05:06,
153.245944573,-27.762658148,370,STORAGE_TANK,OTHER,CORRUGATED GALVANISE,RAIN WATER,N,,N,,,F,D,F-CCOCYC,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:14,2020/09/15 02:36:26,FPU
153.294330812,-27.8284359109999,371,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:01:25,2019/03/20 23:52:14,FPU
153.387212444,-27.958013009,372,STORAGE_TANK,IRRIGATION,CONCRETE,RAIN WATER,Y,,N,,,F,D,K-MUSG02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:38,FPU
153.293244695,-27.8287036319999,373,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:20:21,2019/05/25 13:05:38,FPU
153.342246787,-28.17958872,374,STORAGE_TANK,DRINKING WATER,CONCRETE,RECYCLED WATER,N,26.5,Y,,,F,E,K-BALL03,51000811,STORAGE TANK RAIN WATER,GCCC,2017/11/27 00:26:11,2019/05/25 13:04:54,AIR
153.291582647,-27.8290011629999,375,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:20:26,2019/05/25 13:05:29,FPU
153.429664556,-28.062857,376,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-PIZZEY,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:40,FPU
153.356644766,-28.0927462069999,377,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-HINTER,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:40,FPU
153.422229486,-27.9060063009999,378,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,,,,,,F,D,F-CGSCUR,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:14,2019/05/25 13:05:40,FPU
153.316611201,-28.132851944,379,STORAGE_TANK,FIRE FIGHTING,CONCRETE,RAIN WATER,N,24,N,,,F,D,R-A-AUSTINVILLEROAD,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/23 07:50:38,FPU
153.429713262,-28.062866054,380,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-PIZZEY,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:26,FPU
153.302918227,-27.8311113839999,381,STORAGE_TANK,DRINKING WATER,PLASTIC,MAINS SERVICE,N,22.5,Y,,QUALITY TANKS,F,E,F-DPCOOM,51003030,FEEDS HAND BASINS/POTABLE PERSONAL USE,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:24,AIR
153.302901599,-27.831078598,382,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,22.5,N,,QUALITY TANKS,F,E,F-DPCOOM,51003030,WASTE WATER FORM ADM. BUILDING,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:24,AIR
153.329500751,-27.900526193,383,STORAGE_TANK,IRRIGATION,PLASTIC,RAIN WATER,N,,N,,,F,E,F-ACHELE-MAINBU,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:05:24,AIR
153.292155745,-27.829157181,384,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:01:29,2019/05/25 13:05:24,FPU
153.390648328,-27.937041032,385,STORAGE_TANK,DRINKING WATER,PLASTIC,RECYCLED WATER,N,20,Y,,,F,E,K-COSZAN,51000811,WATER RECYCLE - STORAGE TANK,GCCC,2017/08/14 23:15:12,2019/05/25 13:05:24,AIR
153.452307404,-28.0876284939999,386,STORAGE_TANK,IRRIGATION,CONCRETE,RAIN WATER,Y,,N,,,F,D,K-JUSTIN,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:05:26,FPU
153.363453408,-27.7791947809999,387,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-RIESEN,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:26,FPU
153.39564257,-28.005951049,388,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,Y,,,,E,K-SIRBRU,51000811,STORAGE TANK RAIN WATER,GCCC,2019/01/07 23:07:07,2019/05/25 13:05:26,AIR
153.423947988,-27.8121237299999,389,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,F-OTSSTR,51000811,Storage Tank,GCCC,2015/09/16 05:52:48,2019/05/25 13:05:27,FPU
153.321010743,-27.864095962,390,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-COOM07,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:04:27,FPU
153.333663994,-27.9894959539999,391,STORAGE_TANK,IRRIGATION,PLASTIC,RAIN WATER,N,,N,,,F,D,F-ACNERA-AMEN01,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:11,2020/11/22 23:00:59,FPU
153.422074223,-27.9054823509999,392,STORAGE_TANK,DRINKING WATER,,RAIN WATER,,,,,,F,D,F-CGSCUR-MAINBU,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:17,2020/11/06 01:21:27,FPU
153.292019406,-27.8293009769999,393,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:01:31,2019/03/20 23:52:14,FPU
153.304681763,-27.738098078,394,STORAGE_TANK,DRINKING WATER,CONCRETE,RAIN WATER,N,,Y,,,F,E,F-ACWOON-AMEN01,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:09,2020/11/22 23:00:59,AIR
153.409405876,-27.9548602039999,395,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-LENFOX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:14,2019/05/25 13:05:27,FPU
153.422097181,-27.9054822799999,396,STORAGE_TANK,DRINKING WATER,,RAIN WATER,,,,,,F,D,F-CGSCUR-MAINBU,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:17,2020/11/06 01:21:45,FPU
153.233006484,-27.939371831,397,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,K-HOLL01,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:05:27,FPU
153.248140972,-27.7395943029999,398,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,23.64,N,,CLARK TANKS INDUSTRIAL,A+,E,F-WMSTAP,51100218,LEACHATE TANK - 23 KL,GCCC,2018/11/30 03:47:23,2020/05/14 05:26:08,AIR
153.41189466,-28.110654887,399,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,22.7,N,,TANKS R US,F,E,F-WMREED,51100218,LEACHATE TANK - 22.7 KL,GCCC,2019/01/08 01:02:14,2020/05/14 05:26:08,AIR
153.411918693,-28.110599882,400,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,22.7,N,,TANKS R US,F,E,F-WMREED,51100218,LEACHATE TANK - 22.7 KL,GCCC,2019/01/08 01:02:00,2020/05/14 05:26:08,AIR
153.248358928,-27.738930492,401,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,46.82,N,,CLARK TANKS INDUSTRIAL,A+,E,F-WMSTAP,51100218,LEACHATE TANK - 47 KL,GCCC,2018/11/30 03:47:05,2020/05/14 05:26:08,AIR
153.39245125,-28.097926494,402,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,D,K-GEMVAL,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:10,FPU
153.312336504,-27.990084188,403,STORAGE_TANK,,,TBA,,,,,,F,D,K-COUN02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:05:34,FPU
153.429814365,-28.0629055379999,404,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-PIZZEY,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:38,FPU
153.394176576,-27.954901025,405,STORAGE_TANK,IRRIGATION,PLASTIC,RECYCLED WATER,N,45,Y,,,F,E,F-CFGCHC,51000811,WATER RECYCLE - STORAGE TANK,GCCC,2017/07/17 02:01:33,2019/05/25 13:05:29,AIR
153.396082003,-27.9113989809999,406,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,N,,N,,,F,,K-RUNA03,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2019/05/25 13:05:30,
