X,Y,OBJECTID,CLASS,TANK_FUNCTION,TANK_MATERIAL,TANK_CONTENTS,TANK_UNDERGROUND,VOLUME,POTABLE_WATER,ROTATION,GIS_MANUFACTURER,ASSET_LEVEL_ACCURACY,ASSET_POSITIONAL_ACCURACY,FUNCTIONAL_LOC,GIS_CUSTODIAN,GIS_DESCRIPTION,GIS_OWNER,CREATED_DATE,LAST_EDITED_DATE,DATA_SOURCE
153.35529068,-27.9815985549999,180,STORAGE_TANK,DRINKING WATER,CONCRETE,RAIN WATER,N,,Y,,,F,D,F-WMMOLT,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:04:55,FPU
153.417836687,-28.2005680629999,181,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,18,N,,,F,,R-T-TOMEWINMOUNTAIN,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/23 07:50:37,
153.339085329,-27.983888043,182,STORAGE_TANK,OTHER,OTHER,RAIN WATER,,,,,,F,D,F-ADNERA,51003030,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:04:56,FPU
153.329539608,-27.900533273,183,STORAGE_TANK,IRRIGATION,PLASTIC,RAIN WATER,N,,N,,,F,E,F-ACHELE-MAINBU,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:04:56,AIR
153.354683288,-28.0615870619999,184,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,D,K-MUDG02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:24,FPU
153.454343347,-28.0917914,185,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,Y,,,,,F,E,F-TPBURL,51000989,STORAGE TANK DUMP POINT,GCCC,2018/05/02 20:31:05,2019/05/25 13:04:57,AIR
153.468404503,-28.1433145149999,186,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,10000,,,,F,E,K-PRESTO,51000811,STORAGE TANK,GCCC,2017/06/29 23:03:08,2019/05/25 13:04:20,AIR
153.459210655,-28.100770134,187,STORAGE_TANK,OTHER,PLASTIC,RECYCLED WATER,N,,,,,F,E,F-TPTALL,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:04:57,
153.270697932,-28.215944367,188,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,D,K-BARTEL,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2020/04/23 07:50:37,FPU
153.419039682,-28.108431192,189,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,5,N,,,F,E,F-WMREE2-SHED01,51100218,Rainwater collection for general use,GCCC,2015/01/21 00:24:16,2020/05/14 03:56:02,AIR
153.366100332,-27.7804337499999,190,STORAGE_TANK,IRRIGATION,PLASTIC,UNTREATED WATER,Y,0.45,N,,EVERHARD INDUSTRIES,F,E,F-TPJACO,51000989,laundry grey water for irrigation,GCCC,2018/07/03 03:24:13,2019/05/25 13:04:58,
153.366119592,-27.780461283,191,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,60,N,,AUSTRALIAN TANKS,F,E,F-TPJACO,51000989,COLLECTS AMENITIES WASTE WATER,GCCC,2018/06/27 00:35:35,2019/05/25 13:04:58,
153.456626603,-28.111360761,192,STORAGE_TANK,IRRIGATION,CONCRETE,RAIN WATER,N,,N,,,F,D,K-MALL01,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:19,FPU
153.422016548,-27.896019934,193,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,Y,,N,,Everhard Industries,F,E,F-CGBPAR,51000989,STORAGE TANK NEXT TO TOILET COMPOUND,GCCC,2015/07/15 05:33:38,2019/05/25 13:04:58,
153.421917626,-27.896013103,194,STORAGE_TANK,SEPTIC,PLASTIC,RAIN WATER,N,20000,N,,,F,E,F-CGBPAR,51000989,STORAGE TANK NEXT TO WORKSHOP,GCCC,2015/07/15 03:51:41,2019/05/25 13:04:58,
153.421645871,-27.8959258859999,195,STORAGE_TANK,SEPTIC,PLASTIC,STORMWATER,Y,,N,,,F,E,F-CGBPAR,51000989,STORMWATER SEPTIC TANK BEHIND MAIN RESID,GCCC,2015/07/15 03:51:47,2019/05/25 13:04:58,
153.421592153,-27.8959009989999,196,STORAGE_TANK,SEPTIC,PLASTIC,RAIN WATER,N,20000,N,,,F,E,F-CGBPAR,51000989,STORAGE TANK BETWEEN RESIDENCE AND FENCE,GCCC,2015/07/15 03:51:52,2019/05/25 13:04:59,
153.41227431,-27.9579191899999,197,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPBROA,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:04:35,
153.42765077,-27.976125254,198,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPMAIN,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:04:59,AIR
153.364945431,-28.003089266,199,STORAGE_TANK,IRRIGATION,PLASTIC,RECYCLED WATER,N,25,Y,,,F,E,F-SFGCSP,51000989,STORAGE WATER TANK,GCCC,2017/05/24 03:57:55,2019/05/25 13:04:59,AIR
153.367121113,-28.003954839,200,STORAGE_TANK,OTHER,CONCRETE,RECYCLED WATER,Y,,N,,,F,E,F-SFGCSP,51000989,WASHDOWN WATER HOLDING TANK,GCCC,2018/01/29 02:14:55,2019/05/25 13:05:00,AIR
153.25427883,-28.0313114419999,201,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,D,K-SCEN02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/23 07:50:37,FPU
153.42742729,-27.976968015,202,STORAGE_TANK,OTHER,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPMAIN,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:00,AIR
153.418302576,-28.105520489,203,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,E,F-WMREE2,51100218,Rainwater collection for general use,GCCC,2015/02/02 01:30:08,2020/05/14 03:56:02,AIR
153.427462212,-27.9767873079999,204,STORAGE_TANK,OTHER,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPMAIN,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:00,AIR
153.427465312,-27.9767654569999,205,STORAGE_TANK,OTHER,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPMAIN,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:00,AIR
153.427505313,-27.976575711,206,STORAGE_TANK,OTHER,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPMAIN,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:00,AIR
153.366090019,-27.780291298,207,STORAGE_TANK,IRRIGATION,CONCRETE,EFFLUENT,N,,,,,F,E,F-TPJACO,51000989,STORAGE TANK.,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:00,AIR
153.415973904,-28.003321859,208,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,10.5,N,,,F,E,F-CFHOTA,51000811,STORAGE TANK,GCCC,2018/06/28 20:01:01,2020/09/10 03:54:26,
153.366122089,-27.7802708149999,209,STORAGE_TANK,IRRIGATION,CONCRETE,EFFLUENT,N,,,,,F,E,F-TPJACO,51000989,STORAGE TANK.,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:00,AIR
153.365432433,-27.7794170089999,210,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,,,,,F,E,F-TPJACO,51000989,STORAGE TANK.,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:02,AIR
153.422129755,-27.905506459,211,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,,N,,,F,E,F-CGSCUR-MAINBU,51000989,BEHIND CAMPROUND RESIDENCE,GCCC,2015/08/18 01:50:05,2020/11/06 01:21:07,
153.415995805,-28.003349022,212,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,10.5,N,,,F,E,F-CFHOTA,51000811,STORAGE TANK,GCCC,2018/06/28 20:01:18,2020/09/10 03:54:43,
153.425882162,-27.8086264089999,213,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,,N,,,F,,F-CGTIPP,51000989,BEHIND AMENITIES BLOCK,GCCC,2014/05/23 08:17:05,2019/05/25 13:04:20,
153.422098131,-27.9055756,214,STORAGE_TANK,SEPTIC,FIBREGLASS,EFFLUENT,Y,,,,,F,,F-CGSCUR-MAINBU,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2020/11/06 01:21:37,
153.34778644,-28.1345332339999,215,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,N,,N,,,F,D,K-DAVENP,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:04:44,FPU
153.366089551,-27.78047235,216,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,60,N,,AUSTRALIAN TANKS,F,E,F-TPJACO,51000989,COLLECTS AMENITIES WASTE WATER,GCCC,2018/06/27 00:35:50,2019/05/25 13:04:44,
153.243672938,-27.733598464,217,STORAGE_TANK,DRINKING WATER,FIBREGLASS,RAIN WATER,N,,Y,,,F,D,F-WMSTAP,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:04:44,FPU
153.494979129,-28.156383955,218,STORAGE_TANK,,,EFFLUENT,,,,,,F,,F-DPTUGA,51003030,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:04:46,
153.381208142,-28.0079223729999,219,STORAGE_TANK,IRRIGATION,CORRUGATED GALVANISE,UNTREATED WATER,N,,,,,F,E,K-GOLD02,51000811,Storage Tank,GCCC,2015/05/15 23:18:54,2019/01/23 04:39:20,
153.387218577,-28.007600483,220,STORAGE_TANK,IRRIGATION,PLASTIC,UNTREATED WATER,,,,,,F,E,K-GOLD02,51000811,Storage Tank,GCCC,2015/05/09 00:20:41,2019/01/23 04:39:20,
153.26122523,-27.800367271,221,STORAGE_TANK,IRRIGATION,CORRUGATED GALVANISE,RAIN WATER,,,,,,F,D,K-ORME03,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2019/05/25 13:04:46,FPU
153.399629893,-27.968723589,222,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-NEDTWO,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:04:46,FPU
153.259412904,-27.7115852379999,223,STORAGE_TANK,IRRIGATION,FIBREGLASS,RAIN WATER,N,,N,,,F,D,K-ZIPFSP,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:04:47,FPU
153.406076054,-28.0565501959999,224,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-ROBI03,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:04:47,FPU
153.414759197,-28.1127098269999,225,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,D,F-WMREED,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:38,FPU
153.303375879,-27.830454581,226,STORAGE_TANK,DRINKING WATER,PLASTIC,MAINS SERVICE,N,3,Y,,DURAPLAS,F,E,F-DPCOOM,51003030,COLLECTS WASTE WATER FROM WASH BAY,GCCC,2015/05/11 04:28:29,2019/05/25 13:05:45,AIR
153.423349513,-27.812541725,227,STORAGE_TANK,DRINKING WATER,CORRUGATED GALVANISE,RAIN WATER,N,,Y,,,F,,F-OTSSTR,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:04:47,
153.312385096,-27.991224121,228,STORAGE_TANK,,,TBA,,,,,,F,D,K-COUN02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:04:47,FPU
153.44430824,-28.069713243,229,STORAGE_TANK,IRRIGATION,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPOCEA,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:04:47,AIR
153.38694102,-28.044798643,230,STORAGE_TANK,OTHER,CONCRETE,EFFLUENT,Y,,,,,F,E,F-ADNAMU,51000811,STORAGE TANK WASTE WATER TRTMENT/HOLDING,GCCC,2020/11/30 06:15:46,2020/11/30 06:25:01,SKE
153.421585767,-27.906682786,231,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,,,,,F,,F-CGSCUR-AMEN03,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:18,2020/12/07 03:46:32,
153.455145197,-28.0919212329999,232,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPBURL,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:04:49,AIR
153.444227016,-28.069756104,233,STORAGE_TANK,IRRIGATION,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPOCEA,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:04:49,AIR
153.444341931,-28.0697230609999,234,STORAGE_TANK,IRRIGATION,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPOCEA,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:04:49,AIR
153.421882625,-27.9061383649999,235,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,N,,,,,F,,F-CGSCUR-AMEN02,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2020/12/07 03:46:32,
153.304508465,-27.73755255,236,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,10,N,,,F,E,F-ACWOON-MAINBU,51000989,STORAGE TANK,GCCC,2017/10/16 21:44:35,2020/11/16 04:13:22,AIR
153.474886672,-28.133788067,237,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,E,F-ACPALM-MAINBU,51000989,STORAGE TANK,GCCC,2017/10/30 04:20:38,2020/11/22 23:00:59,AIR
153.406380726,-28.1704222989999,238,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,20,N,,,F,,R-D-DUCATSROADXXXXX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/14 05:38:49,
153.304736769,-27.737984996,239,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,F-ACWOON-AMEN01,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:05,2020/11/22 23:00:59,FPU
153.42748855,-27.806633086,240,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,Alpha Concepts Pty Ltd,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2017/10/17 01:54:56,2019/05/25 13:04:30,
153.304748018,-27.7378582769999,241,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,E,F-ACWOON-AMEN01,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:09,2020/11/22 23:00:59,AIR
153.213888955,-27.8777824809999,242,STORAGE_TANK,FIRE FIGHTING,CONCRETE,RAIN WATER,N,22,N,,,F,,R-T-TAMBORINEOXENFO,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:14,2020/04/14 05:45:38,
153.427501832,-27.8065961899999,243,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,Alpha Concepts Pty Ltd,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2017/10/17 01:54:56,2019/05/25 13:04:31,
153.312970299,-27.989990463,244,STORAGE_TANK,,,TBA,,,,,,F,D,K-COUN02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:04:31,FPU
153.290524805,-27.8295050049999,245,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/05 04:32:18,2019/03/20 23:52:14,FPU
153.53015292,-28.1675249789999,246,STORAGE_TANK,IRRIGATION,CONCRETE,RAIN WATER,Y,,N,,,F,D,K-ROUGHT,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:04:22,FPU
153.23274464,-27.9392559349999,247,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,K-HOLL01,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:04:22,FPU
153.474887581,-28.13374985,248,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,E,F-ACPALM-MAINBU,51000989,STORAGE TANK,GCCC,2017/10/30 04:16:23,2020/11/22 23:00:59,AIR
153.319073009,-27.86516942,249,STORAGE_TANK,IRRIGATION,PLASTIC,RECYCLED WATER,N,25,Y,,,F,E,F-SFCOOM-MAINBU,51000989,STORAGE WATER TANK,GCCC,2017/01/23 22:35:14,2019/05/25 13:05:45,AIR
153.387231578,-27.95797189,250,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-MUSG02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:38,FPU
153.294393276,-27.828271501,251,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:01:25,2019/05/25 13:04:23,FPU
153.266732134,-28.1458469089999,252,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,20,N,,,F,D,R-P-PINECREEKROADXX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/14 05:38:49,FPU
153.417620996,-28.0987867389999,253,STORAGE_TANK,IRRIGATION,FIBREGLASS,RAIN WATER,N,,N,,,F,D,K-JIMHAR,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:04:23,FPU
153.219615421,-27.755464102,254,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,K-STANMO,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:04:23,FPU
153.406058994,-28.056610264,255,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-ROBI03,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:04:23,FPU
153.357952221,-27.735203542,256,STORAGE_TANK,DRINKING WATER,CORRUGATED GALVANISE,RAIN WATER,N,,Y,,,F,D,K-CHAR05,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:04:25,FPU
153.365274942,-28.0062730249999,257,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,,N,,,F,E,S-ME-PSCAT-W24,51100218,STORAGE TANK,GCCC,2017/06/01 23:24:55,2019/05/25 13:04:25,AIR
153.427710233,-27.8051517829999,258,STORAGE_TANK,OTHER,FIBREGLASS,TBA,,,,,,F,D,F-OTTIPP,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:14,2019/05/25 13:04:25,FPU
153.218086702,-27.868873245,259,STORAGE_TANK,FIRE FIGHTING,CONCRETE,RAIN WATER,N,22,N,,,F,,R-E-ELEVATIONDRIVEX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2020/04/14 05:45:38,
153.384880921,-28.1523860349999,260,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,20,N,,,F,,R-N-NANCOLDRIVEXXXX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/14 05:38:49,
153.25664643,-27.790042897,261,STORAGE_TANK,IRRIGATION,GALVANISED STEEL,RECYCLED WATER,Y,,N,,,F,,K-PEAC01,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:04:25,
153.42333397,-28.133324979,262,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-COPLIC,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:04:27,FPU
153.202937109,-27.866493211,263,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,D,R-C-CEDARCREEKROADX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:14,2020/04/14 05:40:14,FPU
153.452119085,-28.089497417,264,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-MEMORI,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:04:27,FPU
153.253334947,-27.7854839039999,265,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-BRIENH,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:04:27,FPU
153.427737465,-27.8051155059999,266,STORAGE_TANK,OTHER,FIBREGLASS,TBA,,,,,,F,D,F-OTTIPP,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:14,2019/05/25 13:04:28,FPU
153.341700192,-28.1793464699999,267,STORAGE_TANK,DRINKING WATER,PLASTIC,RECYCLED WATER,N,11.3,Y,,,F,E,K-BALL03,51000811,STORAGE TANK RAIN WATER,GCCC,2017/11/27 00:26:10,2019/05/25 13:04:28,AIR
153.427526008,-27.806650168,268,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,Alpha Concepts Pty Ltd,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2017/10/17 01:54:29,2019/05/25 13:04:28,
153.455213545,-28.091807651,269,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPBURL,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:04:28,AIR
153.269895647,-27.945731419,270,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,,K-CLIFFB,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:04:28,
153.392430426,-28.097947673,271,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,D,K-GEMVAL,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:04:29,FPU
153.427511497,-27.8066762,272,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,Alpha Concepts Pty Ltd,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2017/10/17 02:33:47,2019/05/25 13:04:29,
153.427601328,-27.806643203,273,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2015/10/13 03:59:59,2019/05/25 13:05:21,
153.427931818,-27.9760610229999,274,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPMAIN,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:05:05,AIR
153.421289421,-28.136871421,275,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,,,,F,E,F-CFTALL,51000811,STORAGE TANK RAIN WATER,GCCC,2017/06/07 21:17:05,2019/05/25 13:05:06,AIR
153.419626261,-27.8845165499999,276,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-CGNCUR,51000989,Storage Tank,GCCC,2018/06/29 03:48:49,2019/05/25 13:05:03,
153.298696053,-27.812776011,277,STORAGE_TANK,,STEEL,STORMWATER,N,129,N,,PIONEER WATER TANKS,F,E,K-GAINSB,51000811,Storage Tank,GCCC,2019/04/25 21:39:52,2019/05/25 13:05:07,EDF
153.298758713,-27.8127027859999,278,STORAGE_TANK,,STEEL,STORMWATER,N,129,N,,PIONEER WATER TANKS,F,E,K-GAINSB,51000811,Storage Tank,GCCC,2019/04/25 21:32:20,2019/05/25 13:05:07,EDF
153.458069574,-28.100392778,279,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,Y,,N,,,F,E,F-TPTALL,51000989,STORAGE TANK - DUMP POINT,GCCC,2018/05/11 04:15:46,2019/05/25 13:05:07,AIR
153.421999191,-28.129336339,280,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,,N,,,F,E,K-COPLIC,51000811,Storage Tank,GCCC,2018/09/17 22:29:55,2019/05/25 13:05:07,AIR
153.290717326,-27.8291516269999,281,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:20:28,2019/05/25 13:05:07,FPU
153.294062243,-27.8282358619999,282,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:20:18,2019/05/25 13:05:08,FPU
153.313365714,-28.066867921,283,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,,R-T-THEPANORAMAVEHI,51000811,STORAGE TANK,SEQW,2014/05/23 08:17:15,2020/07/16 00:49:38,
153.268822332,-28.151792513,284,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,,R-G-GOLDCOASTSPRING,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/14 05:40:14,
153.247111269,-27.896564918,285,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,D,K-WELCHP,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:13,2020/04/14 05:40:14,FPU
153.426812035,-28.0181368579999,286,STORAGE_TANK,IRRIGATION,GALVANISED STEEL,RECYCLED WATER,Y,,N,,,F,D,K-CASCAD,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:05:08,FPU
153.253200002,-27.8759999609999,287,STORAGE_TANK,FIRE FIGHTING,CONCRETE,RAIN WATER,N,22,N,,,F,D,K-CRESTH,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/14 05:45:38,FPU
153.399209968,-28.1792518789999,288,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,E,K-ELLEMF,51000811,Storage Tank,GCCC,2017/11/19 22:30:19,2020/04/14 05:40:14,AIR
153.280224727,-27.817719379,289,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,,,,,,,E,F-CFPIMP,51000811,Storage Tank,GCCC,2018/09/26 02:20:12,2019/01/23 04:39:23,AIR
153.296744474,-27.9247116079999,290,STORAGE_TANK,IRRIGATION,CONCRETE,RAIN WATER,N,,N,,,F,D,R-G-GAVENARTERIALRO,51000811,STORAGE TANK,P,2014/05/23 08:17:17,2019/05/25 13:04:41,FPU
153.261258375,-27.6940136229999,291,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,N,,,,,,E,K-AUGUST,51000811,Storage Tank,GCCC,2018/09/26 00:02:22,2019/01/23 04:39:23,AIR
153.266778708,-28.145867035,292,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,20,N,,,F,D,R-P-PINECREEKROADXX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/14 05:38:49,FPU
